Case_num	Status	Details
1990199690	Card Was Picked Up By The United States Postal Service	On May 29, 2019, the Post Office picked up mail containing your new card for Receipt Number YSC1990199690. We mailed your card to the address you gave us. The tracking number assigned is 9205590153708652031634. You can use your tracking number at www.USPS.com in the Quick Tools Tracking section. If you did not receive the card, please go to www.uscis.gov/e-request to request that we resend the card to you. If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990199680	Card Was Delivered To Me By The Post Office	On May 16, 2019, the Post Office delivered your new card for Receipt Number YSC1990199680, to the address that you gave us.  The tracking number assigned is 9205590153708651286905.  You can use your tracking number at www.USPS.com in the Quick Tools Tracking section.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990199670	Card Was Delivered To Me By The Post Office	On May 15, 2019, the Post Office delivered your new card for Receipt Number YSC1990199670, to the address that you gave us.  The tracking number assigned is 9205590153708651286332.  You can use your tracking number at www.USPS.com in the Quick Tools Tracking section.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990199660	Case Was Received	On March 11, 2019, we received your Form I-765, Application for Employment Authorization, Receipt Number YSC1990199660, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by April 10, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990199650	Card Was Delivered To Me By The Post Office	On May 24, 2019, the Post Office delivered your new card for Receipt Number YSC1990199650, to the address that you gave us.  The tracking number assigned is 9205590153708651700111.  You can use your tracking number at www.USPS.com in the Quick Tools Tracking section.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990199640	Case Was Received	On March 11, 2019, we received your Form I-765, Application for Employment Authorization, Receipt Number YSC1990199640, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by April 10, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990199630	Request for Initial Evidence Was Mailed	On May 15, 2019, we mailed a request for initial evidence for your Form I-765, Application for Employment Authorization, Receipt Number YSC1990199630.  The request for evidence explains what we need from you.  We will not take action on your case until we receive the evidence or the deadline to submit it expires. Please follow the instructions in the request for evidence.  If you do not receive your request for evidence by May 30, 2019, please go to www.uscis.gov/e-request  to request a copy of the notice.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address.
1990199620	Case Was Received	On March 11, 2019, we received your Form I-765, Application for Employment Authorization, Receipt Number YSC1990199620, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by April 10, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990199610	Card Was Delivered To Me By The Post Office	On May 13, 2019, the Post Office delivered your new card for Receipt Number YSC1990199610, to the address that you gave us.  The tracking number assigned is 9205590153708651066705.  You can use your tracking number at www.USPS.com in the Quick Tools Tracking section.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990199600	Case Was Received	On March 11, 2019, we received your Form I-765, Application for Employment Authorization, Receipt Number YSC1990199600, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by April 10, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990199590	Case Was Received	On March 11, 2019, we received your Form I-765, Application for Employment Authorization, Receipt Number YSC1990199590, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by April 10, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990199580	Case Was Received	On March 11, 2019, we received your Form I-765, Application for Employment Authorization, Receipt Number YSC1990199580, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by April 10, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
